"subject" "activity_label" "dom" "body_gravity" "acc_gyro" "jerk" "mag" "direction" "stat" "value"
14 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0880917233314815
15 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.395276348117708
16 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.318680645019608
17 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.329122444348333
18 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.46480683162931
19 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.0853965905175
20 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.213757569086147
21 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.22907200742766
22 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.130554465097619
23 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.137042318760784
24 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.206358211268051
25 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.503221906069231
26 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.344295673015455
27 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.34021839804902
28 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.297195165852941
29 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.416624644265306
30 "WALKING_UPSTAIRS" "Freq" "Body" "Acc" "-" "-" "Z" "Mean" -0.439884116530769
1 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.11320355358
2 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107245610416667
3 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.101300477506452
4 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110688150314815
5 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107937603673077
6 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.133119570368421
7 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.101361036576923
8 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.102245365611111
9 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.10754972144
10 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.117168642362069
11 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108786578070175
12 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108160125666667
13 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104331864532258
14 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0868333315509804
15 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.118530240291667
16 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107310493242857
17 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107006279704225
18 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107698927907692
19 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.10898146186747
20 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104274322538235
21 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.103253832233333
22 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110800924652778
23 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104256776291667
24 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107236237236111
25 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.100428830260274
26 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.105002540289474
27 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107699732837838
28 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.1083448529625
29 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.109462068173913
30 "LAYING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.1036581505
1 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104544182255319
2 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.109218272456522
3 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0983579203269231
4 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.10587459588
5 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108540300265909
6 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110127728709091
7 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.122464597625
8 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104461049130435
9 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.07537846886
10 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104253238796296
11 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.112840218339623
12 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.106307228960784
13 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0972465110836735
14 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.100401490425926
15 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.11366125320339
16 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0891404038405797
17 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.11362408509375
18 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.111904775824561
19 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.10870765430137
20 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108369634515152
21 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.112057887741176
22 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.105827369516129
23 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.103808679294118
24 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.103041061426471
25 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.109160440476923
26 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0974448692333333
27 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.105521912588571
28 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.111517939555556
29 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.1104118192
30 "SITTING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.099515446133871
1 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110601817735849
2 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.105908536055556
3 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.101621722633148
4 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0961574905535714
5 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.102171095696429
6 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.112172831947368
7 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0997778303207547
8 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.106114996837037
9 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0952747481333333
10 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107964083931818
11 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108686630425532
12 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.105526999754098
13 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.112124137754386
14 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.103817701790667
15 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.105910832679245
16 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.103657729076923
17 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.111432145565
18 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108453355945205
19 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.10904190460274
20 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.100402759931507
21 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110417855808989
22 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104967423820635
23 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.1105970177575
24 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108222553855072
25 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107352957594595
26 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110237796416216
27 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107835818025
28 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.106579385202532
29 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108659067476923
30 "STANDING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108756209835593
1 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.111148103547368
2 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.105500357966102
3 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.112674859827586
4 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.11140306485
5 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107741776464286
6 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110303165877193
7 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110912234947368
8 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107252090833333
9 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110820512307692
10 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.109057512132075
11 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.106096304033898
12 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.10316110632
13 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.111431456192982
14 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.106756369135593
15 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107621819518519
16 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108804049803922
17 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.109792122032787
18 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104218315464286
19 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.122736673192308
20 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.113539477098039
21 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104319332403846
22 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107112510934783
23 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.113382994084746
24 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110595952913793
25 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108737636297297
26 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.108927011474576
27 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.112822289263158
28 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.103714705396296
29 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.106632427301887
30 "WALKING" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0986247068969231
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107566190908163
2 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.116812942382979
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.116139842908163
4 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.1067775246
5 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.100319930659574
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107209356208333
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.096938308587234
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107598135394737
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0910278793952381
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110848597247368
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.111070149978261
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.10955593226087
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.101993941531915
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0928330165533333
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110526066428571
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.119873705148936
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0892432745173913
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.1033908092
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.133695240660974
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104602925937778
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.09816866218
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.1074157796
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0988123712574074
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.104818820272727
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107192376965517
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.1064396194
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.112837694688636
28 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.10858897408913
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0981339984895833
30 "WALKING_DOWNSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0999781422322581
1 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.0973020020943396
2 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.152513899520833
3 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.110064863437288
4 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.114219455519231
5 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107471453914894
6 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.122082438784314
7 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.143769688803922
8 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.11512211995122
9 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.125219003959184
10 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.118180420834043
11 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.106797216481481
12 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.107339730115385
13 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.125767265890909
14 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.112279688983333
15 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.116952464895833
16 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.124074517745098
17 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.121290442104167
18 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.112655891327586
19 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.151054607725
20 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.121023947784314
21 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.125414265340426
22 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.117550861738095
23 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.126890616782353
24 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.114248610966102
25 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.126210440292308
26 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.121943461236364
27 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.123530438196078
28 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.121514025692157
29 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.118000587840816
30 "WALKING_UPSTAIRS" "Time" "Body" "Acc" "-" "-" "Z" "Mean" -0.124697493775385
1 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.4458177198
2 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.646834879583333
3 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.48870318516129
4 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.341531310555556
5 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.263644691923077
6 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.175867709021053
7 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.907537823461538
8 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.719831539259259
9 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.9578730416
10 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.031121624137931
11 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.112620189964912
12 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.2750431984
13 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.598884988709677
14 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.83656291
15 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.0369192905555556
16 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.893884468571429
17 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.722657502112676
18 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.605495317692308
19 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.68762385253012
20 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.477573305
21 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.788251027111111
22 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.771903907083333
23 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.918782825277778
24 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.683839909722222
25 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.526353818315068
26 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.614523405921053
27 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.84539238027027
28 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0157570025
29 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.590452224057971
30 "LAYING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.681459210714286
1 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.332043702765957
2 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.19872676876087
3 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.139020582461538
4 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.11012048108
5 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.143006857611364
6 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0695219657167273
7 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0649636250354167
8 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.263895185521739
9 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.085263099144
10 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.20253457287037
11 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.188531695981132
12 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0885640696078431
13 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0757773858163265
14 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.0945970534814815
15 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.00281565980440678
16 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0892682200463768
17 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.135803881679687
18 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.161877417894737
19 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.489126594657534
20 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.151679135228788
21 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.0567766060705882
22 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.315551492322581
23 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0630111556279412
24 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.109559621020588
25 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.167140956385077
26 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.314387627435897
27 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.276417431042857
28 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.135402566816667
29 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.286256063666667
30 "SITTING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.34476602
1 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0134905823226415
2 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.129747161222222
3 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.024763106752459
4 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.166893825946429
5 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.138638436607143
6 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0139193473596491
7 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.0516573721320755
8 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.0979392024814815
9 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.00914769235555555
10 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0346980210431818
11 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.127198423404255
12 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.0395382767304918
13 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.0524856614035088
14 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.338174888666667
15 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0645975994528302
16 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.166737468166667
17 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.202687757012821
18 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.0485767106575342
19 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.130643717849315
20 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0708655286023288
21 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.207685689775281
22 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0323824977714286
23 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.223631180906765
24 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.0530585403536232
25 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.201182106486486
26 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0884142682297297
27 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.00557416876082625
28 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.0385830501632911
29 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0316145849747692
30 "STANDING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" 0.0243044362542373
1 "WALKING" "Time" "Gravity" "Acc" "-" "-" "Z" "Mean" -0.068102864
